Date,Open,High,Low,Close,Adj Close,Volume
2009-01-02,3034.60009765625,3079.85009765625,3021.800048828125,3046.75,3046.75,0
2009-01-05,3058.75,3131.949951171875,3056.449951171875,3121.449951171875,3121.449951171875,0
2009-01-06,3121.5,3141.800048828125,3056.10009765625,3112.800048828125,3112.800048828125,0
2009-01-07,3112.800048828125,3147.199951171875,2888.199951171875,2920.39990234375,2920.39990234375,0
2009-01-09,2919.949951171875,2929.85009765625,2810.25,2873.0,2873.0,0
2009-01-12,2868.85009765625,2869.199951171875,2748.550048828125,2773.10009765625,2773.10009765625,0
2009-01-13,2775.0,2802.60009765625,2720.800048828125,2744.949951171875,2744.949951171875,0
2009-01-14,2748.39990234375,2853.25,2748.39990234375,2835.300048828125,2835.300048828125,0
2009-01-15,2832.300048828125,2832.300048828125,2701.75,2736.699951171875,2736.699951171875,0
2009-01-16,2737.0,2835.64990234375,2724.199951171875,2828.449951171875,2828.449951171875,0
2009-01-19,2828.699951171875,2868.199951171875,2819.89990234375,2846.199951171875,2846.199951171875,0
2009-01-20,2842.89990234375,2842.89990234375,2758.0,2796.60009765625,2796.60009765625,0
2009-01-21,2777.39990234375,2787.300048828125,2690.199951171875,2706.14990234375,2706.14990234375,0
2009-01-22,2714.699951171875,2744.85009765625,2681.39990234375,2713.800048828125,2713.800048828125,0
2009-01-23,2705.449951171875,2765.550048828125,2661.64990234375,2678.550048828125,2678.550048828125,0
2009-01-27,2686.050048828125,2777.300048828125,2685.25,2771.35009765625,2771.35009765625,0
2009-01-28,2771.10009765625,2855.39990234375,2765.60009765625,2849.5,2849.5,0
2009-01-29,2849.35009765625,2873.85009765625,2795.35009765625,2823.949951171875,2823.949951171875,0
2009-01-30,2824.050048828125,2881.0,2774.10009765625,2874.800048828125,2874.800048828125,0
2009-02-02,2872.35009765625,2873.449951171875,2760.699951171875,2766.64990234375,2766.64990234375,0
2009-02-03,2773.5,2831.699951171875,2752.89990234375,2783.89990234375,2783.89990234375,0
2009-02-04,2780.699951171875,2842.199951171875,2780.699951171875,2803.050048828125,2803.050048828125,0
2009-02-05,2802.75,2816.800048828125,2754.85009765625,2780.050048828125,2780.050048828125,0
2009-02-06,2779.35009765625,2852.5,2778.64990234375,2843.10009765625,2843.10009765625,0
2009-02-09,2843.050048828125,2926.75,2840.14990234375,2919.89990234375,2919.89990234375,0
2009-02-10,2919.699951171875,2957.39990234375,2891.75,2934.5,2934.5,0
2009-02-11,2933.0,2937.5,2877.60009765625,2925.699951171875,2925.699951171875,0
2009-02-12,2927.39990234375,2939.0,2886.550048828125,2893.050048828125,2893.050048828125,0
2009-02-13,2896.949951171875,2969.75,2896.85009765625,2948.35009765625,2948.35009765625,0
2009-02-16,2948.25,2953.199951171875,2839.10009765625,2848.5,2848.5,0
2009-02-17,2853.85009765625,2854.64990234375,2757.300048828125,2770.5,2770.5,0
2009-02-18,2755.14990234375,2806.5,2736.64990234375,2776.14990234375,2776.14990234375,0
2009-02-19,2776.699951171875,2802.14990234375,2767.60009765625,2789.35009765625,2789.35009765625,0
2009-02-20,2789.300048828125,2789.300048828125,2709.300048828125,2736.449951171875,2736.449951171875,0
2009-02-24,2737.25,2746.199951171875,2677.550048828125,2733.89990234375,2733.89990234375,0
2009-02-25,2733.449951171875,2789.35009765625,2733.449951171875,2762.5,2762.5,0
2009-02-26,2762.199951171875,2797.800048828125,2731.89990234375,2785.64990234375,2785.64990234375,0
2009-02-27,2785.699951171875,2787.199951171875,2708.449951171875,2763.64990234375,2763.64990234375,0
2009-03-02,2764.60009765625,2764.60009765625,2659.550048828125,2674.60009765625,2674.60009765625,0
2009-03-03,2672.14990234375,2688.5,2611.550048828125,2622.39990234375,2622.39990234375,0
2009-03-04,2611.949951171875,2655.699951171875,2611.949951171875,2645.199951171875,2645.199951171875,0
2009-03-05,2645.89990234375,2663.89990234375,2564.10009765625,2576.699951171875,2576.699951171875,0
2009-03-06,2576.75,2628.10009765625,2539.449951171875,2620.14990234375,2620.14990234375,0
2009-03-09,2620.10009765625,2621.25,2555.60009765625,2573.14990234375,2573.14990234375,0
2009-03-12,2574.5,2646.10009765625,2574.5,2617.449951171875,2617.449951171875,0
2009-03-13,2616.60009765625,2726.14990234375,2616.60009765625,2719.25,2719.25,0
2009-03-16,2716.050048828125,2781.949951171875,2701.949951171875,2777.25,2777.25,0
2009-03-17,2776.35009765625,2805.60009765625,2738.699951171875,2757.449951171875,2757.449951171875,0
2009-03-18,2757.64990234375,2836.050048828125,2752.25,2794.699951171875,2794.699951171875,0
2009-03-19,2797.050048828125,2822.25,2771.35009765625,2807.14990234375,2807.14990234375,0
2009-03-20,2807.35009765625,2816.10009765625,2773.64990234375,2807.050048828125,2807.050048828125,0
2009-03-23,2807.25,2949.75,2807.25,2939.89990234375,2939.89990234375,0
2009-03-24,2923.800048828125,3017.39990234375,2914.5,2938.699951171875,2938.699951171875,0
2009-03-25,2938.800048828125,2996.5,2923.300048828125,2984.35009765625,2984.35009765625,0
2009-03-26,2982.25,3103.35009765625,2982.25,3082.25,3082.25,0
2009-03-27,3079.39990234375,3123.35009765625,3055.89990234375,3108.64990234375,3108.64990234375,0
2009-03-30,3108.75,3110.199951171875,2962.39990234375,2978.14990234375,2978.14990234375,0
2009-03-31,2981.699951171875,3054.300048828125,2966.39990234375,3020.949951171875,3020.949951171875,0
2009-04-01,3023.85009765625,3069.300048828125,2965.699951171875,3060.35009765625,3060.35009765625,0
2009-04-02,3061.050048828125,3228.75,3061.050048828125,3211.050048828125,3211.050048828125,0
2009-04-06,3211.35009765625,3303.89990234375,3211.35009765625,3256.60009765625,3256.60009765625,0
2009-04-08,3255.35009765625,3357.050048828125,3149.25,3342.949951171875,3342.949951171875,0
2009-04-09,3346.0,3401.14990234375,3307.050048828125,3342.050048828125,3342.050048828125,0
2009-04-13,3342.199951171875,3417.800048828125,3334.14990234375,3382.60009765625,3382.60009765625,0
2009-04-15,3381.449951171875,3497.550048828125,3311.800048828125,3484.14990234375,3484.14990234375,0
2009-04-16,3484.35009765625,3511.25,3354.199951171875,3369.5,3369.5,0
2009-04-17,3369.5,3489.85009765625,3359.25,3384.39990234375,3384.39990234375,0
2009-04-20,3384.75,3441.10009765625,3339.449951171875,3377.10009765625,3377.10009765625,0
2009-04-21,3376.85009765625,3414.699951171875,3309.35009765625,3365.300048828125,3365.300048828125,0
2009-04-22,3364.60009765625,3401.10009765625,3296.89990234375,3330.300048828125,3330.300048828125,0
