Open,High,Low,Close,Adj Close,Volume
13996.099609375,14049.849609375,13991.349609375,14018.5,14018.5,358100
14104.349609375,14147.9501953125,13953.75,14132.900390625,14132.900390625,495000
14075.150390625,14215.599609375,14048.150390625,14199.5,14199.5,492500
14240.9501953125,14244.150390625,14039.900390625,14146.25,14146.25,632300
14253.75,14256.25,14123.099609375,14137.349609375,14137.349609375,559200
14258.400390625,14367.2998046875,14221.650390625,14347.25,14347.25,613500
14474.0498046875,14498.2001953125,14383.099609375,14484.75,14484.75,672900
14473.7998046875,14590.650390625,14432.849609375,14563.4501953125,14563.4501953125,929600
14639.7998046875,14653.349609375,14435.7001953125,14564.849609375,14564.849609375,874000
14550.0498046875,14617.7998046875,14471.5,14595.599609375,14595.599609375,620200
14594.349609375,14617.4501953125,14357.849609375,14433.7001953125,14433.7001953125,789600
14453.2998046875,14459.150390625,14222.7998046875,14281.2998046875,14281.2998046875,762000
14371.650390625,14546.0498046875,14350.849609375,14521.150390625,14521.150390625,546100
14538.2998046875,14666.4501953125,14517.5498046875,14644.7001953125,14644.7001953125,623100
14730.9501953125,14753.5498046875,14517.25,14590.349609375,14590.349609375,704600
14583.400390625,14619.900390625,14357.75,14371.900390625,14371.900390625,776800
14477.7998046875,14491.099609375,14218.599609375,14238.900390625,14238.900390625,618600
14237.9501953125,14237.9501953125,13929.2998046875,13967.5,13967.5,660700
13810.400390625,13898.25,13713.25,13817.5498046875,13817.5498046875,637900
13946.599609375,13966.849609375,13596.75,13634.599609375,13634.599609375,753200
13758.599609375,14336.349609375,13661.75,14281.2001953125,14281.2001953125,870500
14481.099609375,14731.7001953125,14469.150390625,14647.849609375,14647.849609375,915000
14754.900390625,14868.849609375,14574.150390625,14789.9501953125,14789.9501953125,869500
14789.0498046875,14913.7001953125,14714.75,14895.650390625,14895.650390625,884700
14952.599609375,15014.650390625,14864.75,14924.25,14924.25,935600
15064.2998046875,15159.900390625,15041.0498046875,15115.7998046875,15115.7998046875,671200
15164.150390625,15257.099609375,15064.2998046875,15109.2998046875,15109.2998046875,713300
15119.0498046875,15168.25,14977.2001953125,15106.5,15106.5,624800
15073.25,15188.5,15065.400390625,15173.2998046875,15173.2998046875,500100
15186.2001953125,15243.5,15081.0,15163.2998046875,15163.2998046875,571800
15270.2998046875,15340.150390625,15243.400390625,15314.7001953125,15314.7001953125,456000
15371.4501953125,15431.75,15242.2001953125,15313.4501953125,15313.4501953125,648500
15279.900390625,15314.2998046875,15170.75,15208.900390625,15208.900390625,504800
15238.7001953125,15250.75,15078.0498046875,15118.9501953125,15118.9501953125,770600
15074.7998046875,15144.0498046875,14898.2001953125,14981.75,14981.75,712200
14999.0498046875,15010.099609375,14635.0498046875,14675.7001953125,14675.7001953125,609900
14782.25,14854.5,14651.849609375,14707.7998046875,14707.7998046875,744100
14729.150390625,15008.7998046875,14504.5,14982.0,14982.0,403800
15079.849609375,15176.5,15065.349609375,15097.349609375,15097.349609375,803900
14888.599609375,14919.4501953125,14467.75,14529.150390625,14529.150390625,1103600
14702.5,14806.7998046875,14638.5498046875,14761.5498046875,14761.5498046875,507300
14865.2998046875,14959.099609375,14760.7998046875,14919.099609375,14919.099609375,621700
15064.400390625,15273.150390625,14995.7998046875,15245.599609375,15245.599609375,544200
15026.75,15202.349609375,14980.2001953125,15080.75,15080.75,534900
14977.9501953125,15092.349609375,14862.099609375,14938.099609375,14938.099609375,640700
15002.4501953125,15111.150390625,14919.900390625,14956.2001953125,14956.2001953125,0
15049.900390625,15126.849609375,14925.4501953125,15098.400390625,15098.400390625,675300
15202.150390625,15218.4501953125,15100.849609375,15174.7998046875,15174.7998046875,404600
15321.150390625,15336.2998046875,14953.599609375,15030.9501953125,15030.9501953125,493200
15048.400390625,15048.400390625,14745.849609375,14929.5,14929.5,467500
14996.099609375,15051.599609375,14890.650390625,14910.4501953125,14910.4501953125,100
14946.5498046875,14956.5498046875,14696.0498046875,14721.2998046875,14721.2998046875,100
14855.5,14875.2001953125,14478.599609375,14557.849609375,14557.849609375,542200
14471.150390625,14788.25,14350.099609375,14744.0,14744.0,919200
14736.2998046875,14763.900390625,14597.849609375,14736.400390625,14736.400390625,459000
14768.5498046875,14878.599609375,14707.0,14814.75,14814.75,474200
14712.4501953125,14752.349609375,14535.0,14549.400390625,14549.400390625,456400
14570.900390625,14575.599609375,14264.400390625,14324.900390625,14324.900390625,606800
14506.2998046875,14572.900390625,14414.25,14507.2998046875,14507.2998046875,481000
14628.5,14876.2998046875,14617.599609375,14845.099609375,14845.099609375,594500
14811.849609375,14813.75,14670.25,14690.7001953125,14690.7001953125,463900
14798.400390625,14883.2001953125,14692.4501953125,14867.349609375,14867.349609375,445000
14837.7001953125,14849.849609375,14459.5,14637.7998046875,14637.7998046875,509700
14737.0,14779.099609375,14573.900390625,14683.5,14683.5,475300
14716.4501953125,14879.7998046875,14649.849609375,14819.0498046875,14819.0498046875,0
14875.650390625,14984.150390625,14821.099609375,14873.7998046875,14873.7998046875,514800
14882.650390625,14918.4501953125,14785.650390625,14834.849609375,14834.849609375,504100
14644.650390625,14652.5,14248.7001953125,14310.7998046875,14310.7998046875,650200
14364.900390625,14528.900390625,14274.900390625,14504.7998046875,14504.7998046875,605100
14522.400390625,14597.5498046875,14353.2001953125,14581.4501953125,14581.4501953125,568000
14599.599609375,14697.7001953125,14559.0,14617.849609375,14617.849609375,577200
14306.599609375,14382.2998046875,14191.400390625,14359.4501953125,14359.4501953125,512300
14526.7001953125,14526.9501953125,14207.2998046875,14296.400390625,14296.400390625,467400
14219.150390625,14424.75,14151.400390625,14406.150390625,14406.150390625,524600
14326.349609375,14461.150390625,14273.2998046875,14341.349609375,14341.349609375,498100
14449.4501953125,14557.5,14421.2998046875,14485.0,14485.0,452700
14493.7998046875,14667.5498046875,14484.849609375,14653.0498046875,14653.0498046875,451800
14710.5,14890.25,14694.9501953125,14864.5498046875,14864.5498046875,457000
14979.0,15044.349609375,14814.4501953125,14894.900390625,14894.900390625,517500
14747.349609375,14855.4501953125,14601.7001953125,14631.099609375,14631.099609375,613900
14481.0498046875,14673.849609375,14416.25,14634.150390625,14634.150390625,448900
14687.25,14723.400390625,14461.5,14496.5,14496.5,503400
14604.150390625,14637.900390625,14506.599609375,14617.849609375,14617.849609375,455900
14668.349609375,14743.900390625,14611.5,14724.7998046875,14724.7998046875,467800
14816.849609375,14863.0498046875,14765.5,14823.150390625,14823.150390625,488000
14928.25,14966.900390625,14892.5,14942.349609375,14942.349609375,522000
14789.7001953125,14900.0,14771.400390625,14850.75,14850.75,647400
14823.5498046875,14824.0498046875,14649.7001953125,14696.5,14696.5,643800
14749.400390625,14749.650390625,14591.900390625,14677.7998046875,14677.7998046875,620700
14756.25,14938.0,14725.349609375,14923.150390625,14923.150390625,546400
15067.2001953125,15137.25,15043.7001953125,15108.099609375,15108.099609375,583900
15058.599609375,15133.400390625,15008.849609375,15030.150390625,15030.150390625,569100
15042.599609375,15069.7998046875,14884.900390625,14906.0498046875,14906.0498046875,480300
14987.7998046875,15190.0,14985.849609375,15175.2998046875,15175.2998046875,572900
15211.349609375,15256.25,15145.4501953125,15197.7001953125,15197.7001953125,579800
15291.75,15293.849609375,15163.400390625,15208.4501953125,15208.4501953125,441500
15257.0498046875,15319.900390625,15194.9501953125,15301.4501953125,15301.4501953125,384000
15323.9501953125,15384.5498046875,15272.5,15337.849609375,15337.849609375,0
15421.2001953125,15469.650390625,15394.75,15435.650390625,15435.650390625,468100
15437.75,15606.349609375,15374.0,15582.7998046875,15582.7998046875,436000
15629.650390625,15660.75,15528.2998046875,15574.849609375,15574.849609375,409600
15520.349609375,15597.4501953125,15459.849609375,15576.2001953125,15576.2001953125,428600
15655.5498046875,15705.099609375,15611.0,15690.349609375,15690.349609375,410200
15712.5,15733.599609375,15622.349609375,15670.25,15670.25,414200
15725.099609375,15773.4501953125,15678.099609375,15751.650390625,15751.650390625,394000
15773.900390625,15778.7998046875,15680.0,15740.099609375,15740.099609375,378200
15766.2998046875,15800.4501953125,15566.900390625,15635.349609375,15635.349609375,457900
15692.099609375,15751.25,15648.5,15737.75,15737.75,298300
15796.4501953125,15835.5498046875,15749.7998046875,15799.349609375,15799.349609375,363000
15791.400390625,15823.0498046875,15606.5,15811.849609375,15811.849609375,392900
15866.9501953125,15901.599609375,15842.400390625,15869.25,15869.25,323300
15847.5,15880.849609375,15742.599609375,15767.5498046875,15767.5498046875,340200
15648.2998046875,15769.349609375,15616.75,15691.400390625,15691.400390625,357600
15756.5,15761.5,15450.900390625,15683.349609375,15683.349609375,640800
15525.849609375,15765.150390625,15505.650390625,15746.5,15746.5,351500
15840.5,15895.75,15752.099609375,15772.75,15772.75,322200
15862.7998046875,15862.9501953125,15673.9501953125,15686.9501953125,15686.9501953125,287500
15737.2998046875,15821.400390625,15702.7001953125,15790.4501953125,15790.4501953125,316700
15839.349609375,15870.7998046875,15772.2998046875,15860.349609375,15860.349609375,314600
15915.349609375,15915.650390625,15792.150390625,15814.7001953125,15814.7001953125,255100
15807.5,15835.900390625,15724.0498046875,15748.4501953125,15748.4501953125,360300
15776.900390625,15839.099609375,15708.75,15721.5,15721.5,262400
15755.0498046875,15755.5498046875,15667.0498046875,15680.0,15680.0,224900
15705.849609375,15738.349609375,15635.9501953125,15722.2001953125,15722.2001953125,254800
15793.400390625,15845.9501953125,15762.0498046875,15834.349609375,15834.349609375,207000
15813.75,15914.2001953125,15801.0,15818.25,15818.25,391400
15819.599609375,15893.5498046875,15779.7001953125,15879.650390625,15879.650390625,329300
15855.400390625,15885.75,15682.900390625,15727.900390625,15727.900390625,307900
15688.25,15730.849609375,15632.75,15689.7998046875,15689.7998046875,243200
15766.7998046875,15789.2001953125,15644.75,15692.599609375,15692.599609375,216300
15794.0,15820.7998046875,15744.599609375,15812.349609375,15812.349609375,246700
15808.7001953125,15877.349609375,15764.2001953125,15853.9501953125,15853.9501953125,0
15872.150390625,15952.349609375,15855.0,15924.2001953125,15924.2001953125,284900
15958.349609375,15962.25,15882.599609375,15923.400390625,15923.400390625,276300
15754.5,15836.900390625,15707.5,15752.400390625,15752.400390625,242100
15703.9501953125,15728.4501953125,15578.5498046875,15632.099609375,15632.099609375,274300
15736.599609375,15834.7998046875,15726.400390625,15824.0498046875,15824.0498046875,265300
15856.7998046875,15899.7998046875,15768.400390625,15856.0498046875,15856.0498046875,294100
15849.2998046875,15893.349609375,15797.0,15824.4501953125,15824.4501953125,267100
15860.5,15881.5498046875,15701.0,15746.4501953125,15746.4501953125,311000
15761.5498046875,15767.5,15513.4501953125,15709.400390625,15709.400390625,318600
15762.7001953125,15817.349609375,15737.7998046875,15778.4501953125,15778.4501953125,401600
15800.599609375,15862.7998046875,15744.849609375,15763.0498046875,15763.0498046875,400000
15874.900390625,15892.900390625,15834.650390625,15885.150390625,15885.150390625,244800
15951.5498046875,16146.900390625,15914.349609375,16130.75,16130.75,341300
16195.25,16290.2001953125,16176.150390625,16258.7998046875,16258.7998046875,427300
16288.9501953125,16349.4501953125,16210.2998046875,16294.599609375,16294.599609375,418200
