Open,High,Low,Close,Adj Close,Volume
6136.75,6165.35009765625,6109.85009765625,6144.35009765625,6144.35009765625,0
6144.7001953125,6197.0,6060.85009765625,6179.39990234375,6179.39990234375,0
6184.25,6230.14990234375,6126.39990234375,6178.5498046875,6178.5498046875,0
6179.10009765625,6300.0498046875,6179.10009765625,6274.2998046875,6274.2998046875,0
6271.0,6289.7998046875,6193.35009765625,6279.10009765625,6279.10009765625,0
6282.4501953125,6357.10009765625,6221.60009765625,6287.85009765625,6287.85009765625,0
6287.5498046875,6338.2998046875,6231.25,6272.0,6272.0,0
6278.10009765625,6347.0,6142.89990234375,6156.9501953125,6156.9501953125,0
6166.64990234375,6224.2001953125,6112.5498046875,6200.10009765625,6200.10009765625,0
6208.7998046875,6244.14990234375,6172.0,6206.7998046875,6206.7998046875,0
6226.35009765625,6260.4501953125,6053.2998046875,6074.25,6074.25,0
6065.0,6065.0,5825.75,5935.75,5935.75,0
5937.9501953125,6013.14990234375,5880.2998046875,5913.2001953125,5913.2001953125,0
5907.75,5908.75,5677.0,5705.2998046875,5705.2998046875,0
5705.0,5705.0,4977.10009765625,5208.7998046875,5208.7998046875,0
5203.35009765625,5203.35009765625,4448.5,4899.2998046875,4899.2998046875,0
4903.0498046875,5328.0498046875,4891.60009765625,5203.39990234375,5203.39990234375,0
5208.0,5357.2001953125,4995.7998046875,5033.4501953125,5033.4501953125,0
5035.0498046875,5399.25,5035.0498046875,5383.35009765625,5383.35009765625,0
5380.9501953125,5380.9501953125,5071.0,5274.10009765625,5274.10009765625,0
5279.5498046875,5391.60009765625,5225.25,5280.7998046875,5280.7998046875,0
5283.75,5314.2998046875,5142.25,5167.60009765625,5167.60009765625,0
5172.25,5251.64990234375,5071.14990234375,5137.4501953125,5137.4501953125,0
5140.60009765625,5339.9501953125,5090.75,5317.25,5317.25,0
5315.5498046875,5545.2001953125,5315.5498046875,5463.5,5463.5,0
5463.75,5500.60009765625,5412.9501953125,5483.89990234375,5483.89990234375,0
5470.39990234375,5470.39990234375,5257.0498046875,5322.5498046875,5322.5498046875,0
5322.5498046875,5344.60009765625,5113.85009765625,5133.25,5133.25,0
5132.10009765625,5173.85009765625,5034.25,5120.35009765625,5120.35009765625,0
5120.5498046875,5126.39990234375,4803.60009765625,4857.0,4857.0,0
4877.85009765625,4949.60009765625,4820.4501953125,4838.25,4838.25,0
4836.5498046875,4986.5498046875,4836.5498046875,4929.4501953125,4929.4501953125,0
4944.64990234375,5220.25,4944.64990234375,5202.0,5202.0,0
5202.85009765625,5315.39990234375,5104.75,5302.89990234375,5302.89990234375,0
5304.4501953125,5348.60009765625,5224.0,5276.89990234375,5276.89990234375,0
5278.39990234375,5368.4501953125,5262.0,5280.7998046875,5280.7998046875,0
5267.14990234375,5267.14990234375,5116.2998046875,5154.4501953125,5154.4501953125,0
5156.89990234375,5241.35009765625,5120.0498046875,5191.7998046875,5191.7998046875,0
5183.39990234375,5184.0,5092.7998046875,5110.75,5110.75,0
5112.25,5212.35009765625,5055.14990234375,5200.7001953125,5200.7001953125,0
5200.7998046875,5281.2001953125,5200.7998046875,5270.0498046875,5270.0498046875,0
5271.39990234375,5368.14990234375,5249.75,5268.39990234375,5268.39990234375,0
5266.35009765625,5302.85009765625,5227.14990234375,5285.10009765625,5285.10009765625,0
5285.0,5290.7998046875,5098.35009765625,5223.5,5223.5,0
5222.7998046875,5222.7998046875,4936.0498046875,4953.0,4953.0,0
4958.5498046875,4976.7001953125,4812.9501953125,4864.25,4864.25,0
4866.85009765625,4936.75,4847.25,4921.39990234375,4921.39990234375,0
4918.2998046875,4918.2998046875,4672.25,4771.60009765625,4771.60009765625,0
4767.7998046875,4814.9501953125,4620.5,4800.39990234375,4800.39990234375,0
4796.2998046875,4888.5,4732.85009765625,4865.89990234375,4865.89990234375,0
4869.75,5019.2001953125,4854.75,4872.0,4872.0,0
4868.7001953125,4868.7998046875,4580.14990234375,4623.60009765625,4623.60009765625,0
4623.7998046875,4758.9501953125,4607.5498046875,4745.7998046875,4745.7998046875,0
4745.4501953125,4745.4501953125,4482.10009765625,4503.10009765625,4503.10009765625,0
4519.89990234375,4617.9501953125,4468.5498046875,4533.0,4533.0,0
4534.75,4718.39990234375,4533.89990234375,4573.9501953125,4573.9501953125,0
4576.7998046875,4649.4501953125,4539.7998046875,4609.85009765625,4609.85009765625,0
4616.7998046875,4896.7998046875,4616.7998046875,4877.5,4877.5,0
4878.7001953125,4912.2998046875,4808.64990234375,4828.85009765625,4828.85009765625,0
4828.7998046875,4863.75,4769.60009765625,4830.25,4830.25,0
4830.0,4970.7998046875,4796.35009765625,4942.0,4942.0,0
4942.14990234375,4947.0,4703.85009765625,4734.5,4734.5,0
4735.64990234375,4800.75,4628.75,4739.5498046875,4739.5498046875,0
4741.39990234375,4916.75,4741.39990234375,4754.2001953125,4754.2001953125,0
4753.89990234375,4833.25,4738.2001953125,4771.60009765625,4771.60009765625,0
4766.7001953125,4791.7001953125,4632.7001953125,4647.0,4647.0,0
4631.35009765625,4798.5498046875,4628.7998046875,4761.2001953125,4761.2001953125,0
4760.64990234375,4769.5498046875,4677.7998046875,4709.64990234375,4709.64990234375,0
